,path,label
1038,../data/AID/Beach/beach_232.jpg,Beach
5886,../data/AID/Playground/playground_113.jpg,Playground
7049,../data/AID/RailwayStation/railwaystation_107.jpg,RailwayStation
695,../data/AID/BaseballField/baseballfield_121.jpg,BaseballField
7429,../data/AID/Resort/resort_215.jpg,Resort
5621,../data/AID/Parking/parking_226.jpg,Parking
8825,../data/AID/Square/square_301.jpg,Square
9313,../data/AID/StorageTanks/storagetanks_183.jpg,StorageTanks
8169,../data/AID/School/school_251.jpg,School
4662,../data/AID/MediumResidential/mediumresidential_245.jpg,MediumResidential
2309,../data/AID/Commercial/commercial_242.jpg,Commercial
1392,../data/AID/Bridge/bridge_191.jpg,Bridge
9310,../data/AID/StorageTanks/storagetanks_180.jpg,StorageTanks
7409,../data/AID/Resort/resort_198.jpg,Resort
8290,../data/AID/School/school_90.jpg,School
5575,../data/AID/Parking/parking_185.jpg,Parking
7337,../data/AID/Resort/resort_132.jpg,Resort
3481,../data/AID/Farmland/farmland_343.jpg,Farmland
6254,../data/AID/Pond/pond_111.jpg,Pond
1124,../data/AID/Beach/beach_31.jpg,Beach
4940,../data/AID/Mountain/mountain_234.jpg,Mountain
9754,../data/AID/Viaduct/viaduct_256.jpg,Viaduct
9024,../data/AID/Stadium/stadium_184.jpg,Stadium
2855,../data/AID/DenseResidential/denseresidential_5.jpg,DenseResidential
291,../data/AID/Airport/airport_37.jpg,Airport
4534,../data/AID/MediumResidential/mediumresidential_13.jpg,MediumResidential
6167,../data/AID/Playground/playground_367.jpg,Playground
2638,../data/AID/DenseResidential/denseresidential_223.jpg,DenseResidential
111,../data/AID/Airport/airport_2.jpg,Airport
5734,../data/AID/Parking/parking_328.jpg,Parking
4345,../data/AID/Meadow/meadow_211.jpg,Meadow
572,../data/AID/BareLand/bareland_290.jpg,BareLand
9647,../data/AID/Viaduct/viaduct_16.jpg,Viaduct
6536,../data/AID/Pond/pond_366.jpg,Pond
341,../data/AID/Airport/airport_82.jpg,Airport
2591,../data/AID/DenseResidential/denseresidential_181.jpg,DenseResidential
8486,../data/AID/SparseResidential/sparseresidential_267.jpg,SparseResidential
2146,../data/AID/Church/church_96.jpg,Church
230,../data/AID/Airport/airport_306.jpg,Airport
7786,../data/AID/River/river_276.jpg,River
1524,../data/AID/Bridge/bridge_31.jpg,Bridge
1919,../data/AID/Church/church_107.jpg,Church
5194,../data/AID/Park/park_157.jpg,Park
416,../data/AID/BareLand/bareland_15.jpg,BareLand
3558,../data/AID/Farmland/farmland_8.jpg,Farmland
3638,../data/AID/Forest/forest_151.jpg,Forest
5394,../data/AID/Park/park_337.jpg,Park
4893,../data/AID/Mountain/mountain_192.jpg,Mountain
1328,../data/AID/Bridge/bridge_133.jpg,Bridge
4065,../data/AID/Industrial/industrial_310.jpg,Industrial
8235,../data/AID/School/school_40.jpg,School
3898,../data/AID/Industrial/industrial_160.jpg,Industrial
3609,../data/AID/Forest/forest_125.jpg,Forest
4227,../data/AID/Meadow/meadow_105.jpg,Meadow
5131,../data/AID/Park/park_10.jpg,Park
1586,../data/AID/Bridge/bridge_41.jpg,Bridge
7949,../data/AID/River/river_53.jpg,River
3858,../data/AID/Industrial/industrial_124.jpg,Industrial
4660,../data/AID/MediumResidential/mediumresidential_243.jpg,MediumResidential
4504,../data/AID/MediumResidential/mediumresidential_102.jpg,MediumResidential
8665,../data/AID/Square/square_158.jpg,Square
5217,../data/AID/Park/park_178.jpg,Park
2327,../data/AID/Commercial/commercial_259.jpg,Commercial
1502,../data/AID/Bridge/bridge_290.jpg,Bridge
7837,../data/AID/River/river_321.jpg,River
5366,../data/AID/Park/park_311.jpg,Park
7728,../data/AID/River/river_223.jpg,River
7176,../data/AID/RailwayStation/railwaystation_221.jpg,RailwayStation
2530,../data/AID/DenseResidential/denseresidential_126.jpg,DenseResidential
6754,../data/AID/Port/port_184.jpg,Port
3283,../data/AID/Farmland/farmland_165.jpg,Farmland
2022,../data/AID/Church/church_20.jpg,Church
2557,../data/AID/DenseResidential/denseresidential_150.jpg,DenseResidential
1220,../data/AID/Beach/beach_397.jpg,Beach
3046,../data/AID/Desert/desert_221.jpg,Desert
5946,../data/AID/Playground/playground_168.jpg,Playground
5383,../data/AID/Park/park_327.jpg,Park
4384,../data/AID/Meadow/meadow_247.jpg,Meadow
7283,../data/AID/RailwayStation/railwaystation_84.jpg,RailwayStation
3937,../data/AID/Industrial/industrial_196.jpg,Industrial
5927,../data/AID/Playground/playground_150.jpg,Playground
5408,../data/AID/Park/park_35.jpg,Park
6439,../data/AID/Pond/pond_279.jpg,Pond
648,../data/AID/BareLand/bareland_8.jpg,BareLand
7225,../data/AID/RailwayStation/railwaystation_31.jpg,RailwayStation
1463,../data/AID/Bridge/bridge_255.jpg,Bridge
8348,../data/AID/SparseResidential/sparseresidential_142.jpg,SparseResidential
6666,../data/AID/Port/port_104.jpg,Port
5952,../data/AID/Playground/playground_173.jpg,Playground
9016,../data/AID/Stadium/stadium_177.jpg,Stadium
1792,../data/AID/Center/center_227.jpg,Center
3088,../data/AID/Desert/desert_26.jpg,Desert
5562,../data/AID/Parking/parking_173.jpg,Parking
7456,../data/AID/Resort/resort_24.jpg,Resort
7487,../data/AID/Resort/resort_268.jpg,Resort
6700,../data/AID/Port/port_135.jpg,Port
1668,../data/AID/Center/center_115.jpg,Center
9807,../data/AID/Viaduct/viaduct_303.jpg,Viaduct
9984,../data/AID/Viaduct/viaduct_85.jpg,Viaduct
4775,../data/AID/MediumResidential/mediumresidential_86.jpg,MediumResidential
202,../data/AID/Airport/airport_281.jpg,Airport
265,../data/AID/Airport/airport_338.jpg,Airport
971,../data/AID/Beach/beach_172.jpg,Beach
3617,../data/AID/Forest/forest_132.jpg,Forest
4337,../data/AID/Meadow/meadow_204.jpg,Meadow
7274,../data/AID/RailwayStation/railwaystation_76.jpg,RailwayStation
3513,../data/AID/Farmland/farmland_39.jpg,Farmland
6532,../data/AID/Pond/pond_362.jpg,Pond
1819,../data/AID/Center/center_251.jpg,Center
4217,../data/AID/Industrial/industrial_97.jpg,Industrial
655,../data/AID/BareLand/bareland_86.jpg,BareLand
9485,../data/AID/StorageTanks/storagetanks_338.jpg,StorageTanks
6192,../data/AID/Playground/playground_56.jpg,Playground
4183,../data/AID/Industrial/industrial_66.jpg,Industrial
7566,../data/AID/Resort/resort_78.jpg,Resort
6654,../data/AID/Pond/pond_94.jpg,Pond
1406,../data/AID/Bridge/bridge_203.jpg,Bridge
9264,../data/AID/StorageTanks/storagetanks_139.jpg,StorageTanks
8386,../data/AID/SparseResidential/sparseresidential_177.jpg,SparseResidential
8580,../data/AID/SparseResidential/sparseresidential_81.jpg,SparseResidential
5219,../data/AID/Park/park_18.jpg,Park
1018,../data/AID/Beach/beach_214.jpg,Beach
7224,../data/AID/RailwayStation/railwaystation_30.jpg,RailwayStation
522,../data/AID/BareLand/bareland_245.jpg,BareLand
184,../data/AID/Airport/airport_265.jpg,Airport
8163,../data/AID/School/school_246.jpg,School
7818,../data/AID/River/river_304.jpg,River
6525,../data/AID/Pond/pond_356.jpg,Pond
8025,../data/AID/School/school_121.jpg,School
9430,../data/AID/StorageTanks/storagetanks_289.jpg,StorageTanks
4682,../data/AID/MediumResidential/mediumresidential_263.jpg,MediumResidential
8877,../data/AID/Square/square_51.jpg,Square
6693,../data/AID/Port/port_129.jpg,Port
6464,../data/AID/Pond/pond_300.jpg,Pond
9001,../data/AID/Stadium/stadium_163.jpg,Stadium
3801,../data/AID/Forest/forest_73.jpg,Forest
6689,../data/AID/Port/port_125.jpg,Port
4633,../data/AID/MediumResidential/mediumresidential_219.jpg,MediumResidential
4752,../data/AID/MediumResidential/mediumresidential_65.jpg,MediumResidential
5586,../data/AID/Parking/parking_195.jpg,Parking
8242,../data/AID/School/school_47.jpg,School
8026,../data/AID/School/school_122.jpg,School
6602,../data/AID/Pond/pond_47.jpg,Pond
3955,../data/AID/Industrial/industrial_211.jpg,Industrial
2136,../data/AID/Church/church_87.jpg,Church
1812,../data/AID/Center/center_245.jpg,Center
2527,../data/AID/DenseResidential/denseresidential_123.jpg,DenseResidential
1541,../data/AID/Bridge/bridge_325.jpg,Bridge
207,../data/AID/Airport/airport_286.jpg,Airport
5033,../data/AID/Mountain/mountain_318.jpg,Mountain
713,../data/AID/BaseballField/baseballfield_138.jpg,BaseballField
764,../data/AID/BaseballField/baseballfield_184.jpg,BaseballField
9892,../data/AID/Viaduct/viaduct_380.jpg,Viaduct
130,../data/AID/Airport/airport_216.jpg,Airport
6226,../data/AID/Playground/playground_87.jpg,Playground
1492,../data/AID/Bridge/bridge_281.jpg,Bridge
4524,../data/AID/MediumResidential/mediumresidential_120.jpg,MediumResidential
4473,../data/AID/Meadow/meadow_75.jpg,Meadow
3206,../data/AID/Desert/desert_96.jpg,Desert
4618,../data/AID/MediumResidential/mediumresidential_205.jpg,MediumResidential
6483,../data/AID/Pond/pond_318.jpg,Pond
4282,../data/AID/Meadow/meadow_155.jpg,Meadow
8323,../data/AID/SparseResidential/sparseresidential_12.jpg,SparseResidential
8698,../data/AID/Square/square_188.jpg,Square
9230,../data/AID/StorageTanks/storagetanks_108.jpg,StorageTanks
7509,../data/AID/Resort/resort_288.jpg,Resort
2689,../data/AID/DenseResidential/denseresidential_27.jpg,DenseResidential
6304,../data/AID/Pond/pond_157.jpg,Pond
9238,../data/AID/StorageTanks/storagetanks_115.jpg,StorageTanks
4375,../data/AID/Meadow/meadow_239.jpg,Meadow
154,../data/AID/Airport/airport_238.jpg,Airport
9785,../data/AID/Viaduct/viaduct_284.jpg,Viaduct
7252,../data/AID/RailwayStation/railwaystation_56.jpg,RailwayStation
2091,../data/AID/Church/church_46.jpg,Church
171,../data/AID/Airport/airport_253.jpg,Airport
3708,../data/AID/Forest/forest_214.jpg,Forest
7630,../data/AID/River/river_135.jpg,River
8555,../data/AID/SparseResidential/sparseresidential_59.jpg,SparseResidential
3541,../data/AID/Farmland/farmland_64.jpg,Farmland
7234,../data/AID/RailwayStation/railwaystation_4.jpg,RailwayStation
6053,../data/AID/Playground/playground_264.jpg,Playground
4189,../data/AID/Industrial/industrial_71.jpg,Industrial
9650,../data/AID/Viaduct/viaduct_162.jpg,Viaduct
90,../data/AID/Airport/airport_180.jpg,Airport
2754,../data/AID/DenseResidential/denseresidential_328.jpg,DenseResidential
9183,../data/AID/Stadium/stadium_66.jpg,Stadium
1969,../data/AID/Church/church_152.jpg,Church
9110,../data/AID/Stadium/stadium_261.jpg,Stadium
4598,../data/AID/MediumResidential/mediumresidential_188.jpg,MediumResidential
7646,../data/AID/River/river_15.jpg,River
3299,../data/AID/Farmland/farmland_18.jpg,Farmland
9658,../data/AID/Viaduct/viaduct_17.jpg,Viaduct
1801,../data/AID/Center/center_235.jpg,Center
6208,../data/AID/Playground/playground_70.jpg,Playground
383,../data/AID/BareLand/bareland_12.jpg,BareLand
4881,../data/AID/Mountain/mountain_181.jpg,Mountain
3597,../data/AID/Forest/forest_114.jpg,Forest
2755,../data/AID/DenseResidential/denseresidential_329.jpg,DenseResidential
9200,../data/AID/Stadium/stadium_81.jpg,Stadium
8515,../data/AID/SparseResidential/sparseresidential_293.jpg,SparseResidential
6314,../data/AID/Pond/pond_166.jpg,Pond
4238,../data/AID/Meadow/meadow_115.jpg,Meadow
9833,../data/AID/Viaduct/viaduct_327.jpg,Viaduct
979,../data/AID/Beach/beach_18.jpg,Beach
6923,../data/AID/Port/port_336.jpg,Port
4300,../data/AID/Meadow/meadow_171.jpg,Meadow
7033,../data/AID/Port/port_93.jpg,Port
1263,../data/AID/Beach/beach_75.jpg,Beach
6343,../data/AID/Pond/pond_192.jpg,Pond
533,../data/AID/BareLand/bareland_255.jpg,BareLand
2498,../data/AID/Commercial/commercial_98.jpg,Commercial
5733,../data/AID/Parking/parking_327.jpg,Parking
7517,../data/AID/Resort/resort_33.jpg,Resort
6239,../data/AID/Playground/playground_99.jpg,Playground
9996,../data/AID/Viaduct/viaduct_96.jpg,Viaduct
3413,../data/AID/Farmland/farmland_282.jpg,Farmland
6260,../data/AID/Pond/pond_117.jpg,Pond
9598,../data/AID/Viaduct/viaduct_115.jpg,Viaduct
3260,../data/AID/Farmland/farmland_144.jpg,Farmland
7163,../data/AID/RailwayStation/railwaystation_21.jpg,RailwayStation
7014,../data/AID/Port/port_76.jpg,Port
498,../data/AID/BareLand/bareland_223.jpg,BareLand
9113,../data/AID/Stadium/stadium_264.jpg,Stadium
9885,../data/AID/Viaduct/viaduct_374.jpg,Viaduct
5002,../data/AID/Mountain/mountain_290.jpg,Mountain
6400,../data/AID/Pond/pond_243.jpg,Pond
732,../data/AID/BaseballField/baseballfield_155.jpg,BaseballField
8757,../data/AID/Square/square_240.jpg,Square
5688,../data/AID/Parking/parking_287.jpg,Parking
6131,../data/AID/Playground/playground_334.jpg,Playground
9421,../data/AID/StorageTanks/storagetanks_280.jpg,StorageTanks
4478,../data/AID/Meadow/meadow_8.jpg,Meadow
2317,../data/AID/Commercial/commercial_25.jpg,Commercial
8517,../data/AID/SparseResidential/sparseresidential_295.jpg,SparseResidential
7145,../data/AID/RailwayStation/railwaystation_194.jpg,RailwayStation
8092,../data/AID/School/school_182.jpg,School
3953,../data/AID/Industrial/industrial_21.jpg,Industrial
6350,../data/AID/Pond/pond_199.jpg,Pond
2073,../data/AID/Church/church_3.jpg,Church
1505,../data/AID/Bridge/bridge_293.jpg,Bridge
7740,../data/AID/River/river_234.jpg,River
5436,../data/AID/Park/park_6.jpg,Park
5728,../data/AID/Parking/parking_322.jpg,Parking
4592,../data/AID/MediumResidential/mediumresidential_182.jpg,MediumResidential
8435,../data/AID/SparseResidential/sparseresidential_220.jpg,SparseResidential
4961,../data/AID/Mountain/mountain_253.jpg,Mountain
1512,../data/AID/Bridge/bridge_3.jpg,Bridge
9674,../data/AID/Viaduct/viaduct_184.jpg,Viaduct
9782,../data/AID/Viaduct/viaduct_281.jpg,Viaduct
4406,../data/AID/Meadow/meadow_267.jpg,Meadow
1949,../data/AID/Church/church_134.jpg,Church
565,../data/AID/BareLand/bareland_284.jpg,BareLand
649,../data/AID/BareLand/bareland_80.jpg,BareLand
4450,../data/AID/Meadow/meadow_54.jpg,Meadow
3769,../data/AID/Forest/forest_44.jpg,Forest
4451,../data/AID/Meadow/meadow_55.jpg,Meadow
8088,../data/AID/School/school_179.jpg,School
1137,../data/AID/Beach/beach_321.jpg,Beach
3492,../data/AID/Farmland/farmland_353.jpg,Farmland
3687,../data/AID/Forest/forest_196.jpg,Forest
6307,../data/AID/Pond/pond_16.jpg,Pond
4556,../data/AID/MediumResidential/mediumresidential_15.jpg,MediumResidential
2112,../data/AID/Church/church_65.jpg,Church
9975,../data/AID/Viaduct/viaduct_77.jpg,Viaduct
4511,../data/AID/MediumResidential/mediumresidential_109.jpg,MediumResidential
7969,../data/AID/River/river_71.jpg,River
7106,../data/AID/RailwayStation/railwaystation_159.jpg,RailwayStation
3351,../data/AID/Farmland/farmland_226.jpg,Farmland
492,../data/AID/BareLand/bareland_218.jpg,BareLand
5317,../data/AID/Park/park_268.jpg,Park
6016,../data/AID/Playground/playground_230.jpg,Playground
6637,../data/AID/Pond/pond_79.jpg,Pond
482,../data/AID/BareLand/bareland_209.jpg,BareLand
9396,../data/AID/StorageTanks/storagetanks_258.jpg,StorageTanks
4661,../data/AID/MediumResidential/mediumresidential_244.jpg,MediumResidential
5860,../data/AID/Parking/parking_90.jpg,Parking
8928,../data/AID/Square/square_98.jpg,Square
9481,../data/AID/StorageTanks/storagetanks_334.jpg,StorageTanks
2074,../data/AID/Church/church_30.jpg,Church
7264,../data/AID/RailwayStation/railwaystation_67.jpg,RailwayStation
3747,../data/AID/Forest/forest_25.jpg,Forest
105,../data/AID/Airport/airport_194.jpg,Airport
7854,../data/AID/River/river_337.jpg,River
9213,../data/AID/Stadium/stadium_93.jpg,Stadium
1381,../data/AID/Bridge/bridge_181.jpg,Bridge
5804,../data/AID/Parking/parking_4.jpg,Parking
7244,../data/AID/RailwayStation/railwaystation_49.jpg,RailwayStation
3211,../data/AID/Farmland/farmland_10.jpg,Farmland
1947,../data/AID/Church/church_132.jpg,Church
124,../data/AID/Airport/airport_210.jpg,Airport
8381,../data/AID/SparseResidential/sparseresidential_172.jpg,SparseResidential
9482,../data/AID/StorageTanks/storagetanks_335.jpg,StorageTanks
8727,../data/AID/Square/square_213.jpg,Square
2373,../data/AID/Commercial/commercial_30.jpg,Commercial
3344,../data/AID/Farmland/farmland_22.jpg,Farmland
8121,../data/AID/School/school_208.jpg,School
95,../data/AID/Airport/airport_185.jpg,Airport
192,../data/AID/Airport/airport_272.jpg,Airport
827,../data/AID/BaseballField/baseballfield_42.jpg,BaseballField
5160,../data/AID/Park/park_126.jpg,Park
2676,../data/AID/DenseResidential/denseresidential_258.jpg,DenseResidential
6035,../data/AID/Playground/playground_248.jpg,Playground
5967,../data/AID/Playground/playground_187.jpg,Playground
7144,../data/AID/RailwayStation/railwaystation_193.jpg,RailwayStation
8292,../data/AID/School/school_92.jpg,School
9646,../data/AID/Viaduct/viaduct_159.jpg,Viaduct
3599,../data/AID/Forest/forest_116.jpg,Forest
24,../data/AID/Airport/airport_120.jpg,Airport
9077,../data/AID/Stadium/stadium_231.jpg,Stadium
3758,../data/AID/Forest/forest_34.jpg,Forest
2535,../data/AID/DenseResidential/denseresidential_130.jpg,DenseResidential
3145,../data/AID/Desert/desert_40.jpg,Desert
4850,../data/AID/Mountain/mountain_153.jpg,Mountain
311,../data/AID/Airport/airport_55.jpg,Airport
2290,../data/AID/Commercial/commercial_225.jpg,Commercial
2512,../data/AID/DenseResidential/denseresidential_11.jpg,DenseResidential
4035,../data/AID/Industrial/industrial_284.jpg,Industrial
200,../data/AID/Airport/airport_28.jpg,Airport
7370,../data/AID/Resort/resort_162.jpg,Resort
8796,../data/AID/Square/square_276.jpg,Square
4755,../data/AID/MediumResidential/mediumresidential_68.jpg,MediumResidential
697,../data/AID/BaseballField/baseballfield_123.jpg,BaseballField
1014,../data/AID/Beach/beach_210.jpg,Beach
613,../data/AID/BareLand/bareland_48.jpg,BareLand
4561,../data/AID/MediumResidential/mediumresidential_154.jpg,MediumResidential
8458,../data/AID/SparseResidential/sparseresidential_241.jpg,SparseResidential
903,../data/AID/Beach/beach_110.jpg,Beach
2902,../data/AID/DenseResidential/denseresidential_92.jpg,DenseResidential
3680,../data/AID/Forest/forest_19.jpg,Forest
3079,../data/AID/Desert/desert_251.jpg,Desert
2485,../data/AID/Commercial/commercial_86.jpg,Commercial
5191,../data/AID/Park/park_154.jpg,Park
3329,../data/AID/Farmland/farmland_206.jpg,Farmland
2052,../data/AID/Church/church_227.jpg,Church
2012,../data/AID/Church/church_191.jpg,Church
4380,../data/AID/Meadow/meadow_243.jpg,Meadow
8739,../data/AID/Square/square_224.jpg,Square
3068,../data/AID/Desert/desert_241.jpg,Desert
5890,../data/AID/Playground/playground_117.jpg,Playground
641,../data/AID/BareLand/bareland_73.jpg,BareLand
738,../data/AID/BaseballField/baseballfield_160.jpg,BaseballField
6746,../data/AID/Port/port_177.jpg,Port
5990,../data/AID/Playground/playground_207.jpg,Playground
4350,../data/AID/Meadow/meadow_216.jpg,Meadow
5741,../data/AID/Parking/parking_334.jpg,Parking
2753,../data/AID/DenseResidential/denseresidential_327.jpg,DenseResidential
4521,../data/AID/MediumResidential/mediumresidential_118.jpg,MediumResidential
2580,../data/AID/DenseResidential/denseresidential_171.jpg,DenseResidential
5256,../data/AID/Park/park_212.jpg,Park
4481,../data/AID/Meadow/meadow_82.jpg,Meadow
5576,../data/AID/Parking/parking_186.jpg,Parking
46,../data/AID/Airport/airport_140.jpg,Airport
553,../data/AID/BareLand/bareland_273.jpg,BareLand
2582,../data/AID/DenseResidential/denseresidential_173.jpg,DenseResidential
6581,../data/AID/Pond/pond_406.jpg,Pond
9395,../data/AID/StorageTanks/storagetanks_257.jpg,StorageTanks
1259,../data/AID/Beach/beach_71.jpg,Beach
4579,../data/AID/MediumResidential/mediumresidential_170.jpg,MediumResidential
8524,../data/AID/SparseResidential/sparseresidential_300.jpg,SparseResidential
1369,../data/AID/Bridge/bridge_170.jpg,Bridge
4357,../data/AID/Meadow/meadow_222.jpg,Meadow
6428,../data/AID/Pond/pond_269.jpg,Pond
644,../data/AID/BareLand/bareland_76.jpg,BareLand
4679,../data/AID/MediumResidential/mediumresidential_260.jpg,MediumResidential
4015,../data/AID/Industrial/industrial_266.jpg,Industrial
4081,../data/AID/Industrial/industrial_325.jpg,Industrial
9582,../data/AID/Viaduct/viaduct_100.jpg,Viaduct
6281,../data/AID/Pond/pond_136.jpg,Pond
7373,../data/AID/Resort/resort_165.jpg,Resort
6662,../data/AID/Port/port_100.jpg,Port
6603,../data/AID/Pond/pond_48.jpg,Pond
1990,../data/AID/Church/church_171.jpg,Church
4263,../data/AID/Meadow/meadow_138.jpg,Meadow
7417,../data/AID/Resort/resort_204.jpg,Resort
7295,../data/AID/RailwayStation/railwaystation_95.jpg,RailwayStation
3536,../data/AID/Farmland/farmland_6.jpg,Farmland
4318,../data/AID/Meadow/meadow_188.jpg,Meadow
2797,../data/AID/DenseResidential/denseresidential_367.jpg,DenseResidential
921,../data/AID/Beach/beach_127.jpg,Beach
9669,../data/AID/Viaduct/viaduct_18.jpg,Viaduct
2904,../data/AID/DenseResidential/denseresidential_94.jpg,DenseResidential
3354,../data/AID/Farmland/farmland_229.jpg,Farmland
3258,../data/AID/Farmland/farmland_142.jpg,Farmland
6975,../data/AID/Port/port_40.jpg,Port
9124,../data/AID/Stadium/stadium_274.jpg,Stadium
2129,../data/AID/Church/church_80.jpg,Church
4062,../data/AID/Industrial/industrial_308.jpg,Industrial
2705,../data/AID/DenseResidential/denseresidential_284.jpg,DenseResidential
1677,../data/AID/Center/center_123.jpg,Center
3805,../data/AID/Forest/forest_77.jpg,Forest
8111,../data/AID/School/school_2.jpg,School
347,../data/AID/Airport/airport_88.jpg,Airport
730,../data/AID/BaseballField/baseballfield_153.jpg,BaseballField
1724,../data/AID/Center/center_166.jpg,Center
1073,../data/AID/Beach/beach_264.jpg,Beach
601,../data/AID/BareLand/bareland_37.jpg,BareLand
1141,../data/AID/Beach/beach_325.jpg,Beach
2698,../data/AID/DenseResidential/denseresidential_278.jpg,DenseResidential
6851,../data/AID/Port/port_271.jpg,Port
8520,../data/AID/SparseResidential/sparseresidential_298.jpg,SparseResidential
4177,../data/AID/Industrial/industrial_60.jpg,Industrial
6711,../data/AID/Port/port_145.jpg,Port
4362,../data/AID/Meadow/meadow_227.jpg,Meadow
6487,../data/AID/Pond/pond_321.jpg,Pond
4255,../data/AID/Meadow/meadow_130.jpg,Meadow
2337,../data/AID/Commercial/commercial_268.jpg,Commercial
7652,../data/AID/River/river_155.jpg,River
8205,../data/AID/School/school_284.jpg,School
7039,../data/AID/Port/port_99.jpg,Port
322,../data/AID/Airport/airport_65.jpg,Airport
4676,../data/AID/MediumResidential/mediumresidential_258.jpg,MediumResidential
1836,../data/AID/Center/center_32.jpg,Center
3817,../data/AID/Forest/forest_88.jpg,Forest
1341,../data/AID/Bridge/bridge_145.jpg,Bridge
1337,../data/AID/Bridge/bridge_141.jpg,Bridge
6179,../data/AID/Playground/playground_44.jpg,Playground
7851,../data/AID/River/river_334.jpg,River
7893,../data/AID/River/river_372.jpg,River
4336,../data/AID/Meadow/meadow_203.jpg,Meadow
8362,../data/AID/SparseResidential/sparseresidential_155.jpg,SparseResidential
5049,../data/AID/Mountain/mountain_332.jpg,Mountain
4654,../data/AID/MediumResidential/mediumresidential_238.jpg,MediumResidential
254,../data/AID/Airport/airport_328.jpg,Airport
6905,../data/AID/Port/port_32.jpg,Port
3327,../data/AID/Farmland/farmland_204.jpg,Farmland
7304,../data/AID/Resort/resort_102.jpg,Resort
8193,../data/AID/School/school_273.jpg,School
1414,../data/AID/Bridge/bridge_210.jpg,Bridge
318,../data/AID/Airport/airport_61.jpg,Airport
6915,../data/AID/Port/port_329.jpg,Port
6331,../data/AID/Pond/pond_181.jpg,Pond
1323,../data/AID/Bridge/bridge_129.jpg,Bridge
8705,../data/AID/Square/square_194.jpg,Square
6539,../data/AID/Pond/pond_369.jpg,Pond
5856,../data/AID/Parking/parking_87.jpg,Parking
1794,../data/AID/Center/center_229.jpg,Center
4607,../data/AID/MediumResidential/mediumresidential_196.jpg,MediumResidential
1487,../data/AID/Bridge/bridge_277.jpg,Bridge
3060,../data/AID/Desert/desert_234.jpg,Desert
6801,../data/AID/Port/port_226.jpg,Port
3845,../data/AID/Industrial/industrial_112.jpg,Industrial
7985,../data/AID/River/river_86.jpg,River
4153,../data/AID/Industrial/industrial_390.jpg,Industrial
2863,../data/AID/DenseResidential/denseresidential_57.jpg,DenseResidential
8689,../data/AID/Square/square_18.jpg,Square
8426,../data/AID/SparseResidential/sparseresidential_212.jpg,SparseResidential
8371,../data/AID/SparseResidential/sparseresidential_163.jpg,SparseResidential
7761,../data/AID/River/river_253.jpg,River
4939,../data/AID/Mountain/mountain_233.jpg,Mountain
803,../data/AID/BaseballField/baseballfield_219.jpg,BaseballField
6753,../data/AID/Port/port_183.jpg,Port
3658,../data/AID/Forest/forest_17.jpg,Forest
5729,../data/AID/Parking/parking_323.jpg,Parking
7255,../data/AID/RailwayStation/railwaystation_59.jpg,RailwayStation
2843,../data/AID/DenseResidential/denseresidential_408.jpg,DenseResidential
6344,../data/AID/Pond/pond_193.jpg,Pond
944,../data/AID/Beach/beach_148.jpg,Beach
2605,../data/AID/DenseResidential/denseresidential_194.jpg,DenseResidential
269,../data/AID/Airport/airport_341.jpg,Airport
9595,../data/AID/Viaduct/viaduct_112.jpg,Viaduct
4025,../data/AID/Industrial/industrial_275.jpg,Industrial
5395,../data/AID/Park/park_338.jpg,Park
99,../data/AID/Airport/airport_189.jpg,Airport
3173,../data/AID/Desert/desert_66.jpg,Desert
380,../data/AID/BareLand/bareland_117.jpg,BareLand
7492,../data/AID/Resort/resort_272.jpg,Resort
1981,../data/AID/Church/church_163.jpg,Church
1466,../data/AID/Bridge/bridge_258.jpg,Bridge
4378,../data/AID/Meadow/meadow_241.jpg,Meadow
5984,../data/AID/Playground/playground_201.jpg,Playground
6474,../data/AID/Pond/pond_31.jpg,Pond
4333,../data/AID/Meadow/meadow_200.jpg,Meadow
1155,../data/AID/Beach/beach_338.jpg,Beach
7239,../data/AID/RailwayStation/railwaystation_44.jpg,RailwayStation
1235,../data/AID/Beach/beach_5.jpg,Beach
6965,../data/AID/Port/port_374.jpg,Port
4158,../data/AID/Industrial/industrial_43.jpg,Industrial
9717,../data/AID/Viaduct/viaduct_222.jpg,Viaduct
8421,../data/AID/SparseResidential/sparseresidential_208.jpg,SparseResidential
6733,../data/AID/Port/port_165.jpg,Port
8953,../data/AID/Stadium/stadium_12.jpg,Stadium
2951,../data/AID/Desert/desert_136.jpg,Desert
7543,../data/AID/Resort/resort_57.jpg,Resort
9380,../data/AID/StorageTanks/storagetanks_243.jpg,StorageTanks
1927,../data/AID/Church/church_114.jpg,Church
5264,../data/AID/Park/park_22.jpg,Park
3746,../data/AID/Forest/forest_249.jpg,Forest
2561,../data/AID/DenseResidential/denseresidential_154.jpg,DenseResidential
9219,../data/AID/Stadium/stadium_99.jpg,Stadium
2183,../data/AID/Commercial/commercial_129.jpg,Commercial
2551,../data/AID/DenseResidential/denseresidential_145.jpg,DenseResidential
7560,../data/AID/Resort/resort_72.jpg,Resort
6626,../data/AID/Pond/pond_69.jpg,Pond
5572,../data/AID/Parking/parking_182.jpg,Parking
8003,../data/AID/School/school_101.jpg,School
1411,../data/AID/Bridge/bridge_208.jpg,Bridge
1662,../data/AID/Center/center_11.jpg,Center
4527,../data/AID/MediumResidential/mediumresidential_123.jpg,MediumResidential
